Liste des candidats,Nuance,Voix,Elu(e),pourcentage_inscrits,pourcentage_exprimes,abstentions,circo,dep,reg
M. Laurent BURTAIRE,EXG,232,NON,0.0031703517450599908,0.004380499225860051,19516,7503,75,11
M. Grégory FERNANDES,EXG,151,NON,0.0020634616961381835,0.002851100789245119,19516,7503,75,11
M. Quentin LAPORTE,DVC,116,NON,0.0015851758725299954,0.0021902496129300253,19516,7503,75,11
Mme Warda BAÏLICHE,DVC,102,NON,0.00139386154308672,0.0019259091424039879,19516,7503,75,11
M. Laurent SEMAT,DVG,92,NON,0.0012572084506272377,0.0017370945205996751,19516,7503,75,11
M. Thierry ALQUIER,DVD,81,NON,0.001106890048921807,0.0015293984366149314,19516,7503,75,11
Mme Irène GASARIAN,EXG,0,NON,0.0,0.0,19516,7503,75,11
Mme Astrid PANOSYAN-BOUVET,ENS,19677,QUALIF T2,0.26879678706081633,0.37193081939325207,19833,7504,75,11
M. Geoffroy BOULARD,DVD,14048,QUALIF T2,0.19190208185345062,0.2655325583593233,19833,7504,75,11
Mme Théa FOUDRINIER,UG,9474,QUALIF T2,0.12941915742309162,0.17907570172951517,19833,7504,75,11
M. Arnaud DASSIER,UXD,8227,NON,0.11238456914922682,0.15550515074189586,19833,7504,75,11
M. Olivier COURTOIS,REC,1135,NON,0.015504617234030927,0.02145354881391173,19833,7504,75,11
M. Pierre LEVENARD,EXG,105,NON,0.0014343478498442708,0.001984689537850865,19833,7504,75,11
M. Karim BRITEL,DIV,99,NON,0.0013523851155674553,0.0018712787071165297,19833,7504,75,11
Mme Laetitia LAURON,DVG,84,NON,0.0011474782798754166,0.0015877516302806919,19833,7504,75,11
M. Guillaume CARDON,DIV,56,NON,0.0007649855199169444,0.0010585010868537944,19833,7504,75,11
M. Emile MAHIEU,EXG,0,NON,0.0,0.0,19833,7504,75,11
M. Pouria AMIRSHAHI,UG,32152,OUI,0.40467709657524764,0.5423660194666082,19583,7505,75,11
Mme Rachel-Flore PARDO,ENS,17879,NON,0.22503178059432857,0.3015974764258363,19583,7505,75,11
Mme Céline CHEN,RN,4186,NON,0.05268656152848926,0.07061284391288945,19583,7505,75,11
Mme Valentine SERINO,LR,2459,NON,0.03094989364513977,0.04148040687572747,19583,7505,75,11
Mme Thiaba BRUNI,ECO,674,NON,0.008483216070282313,0.011369578785782966,19583,7505,75,11
Mme Yoneko KIKUCHI,REC,534,NON,0.006721123711469963,0.009007945210101044,19583,7505,75,11
M. Théo FAUCON,DVC,511,NON,0.006431637109665077,0.008619962551239015,19583,7505,75,11
M. Arnaud BOROWSKI,ECO,367,NON,0.00461919925488666,0.006190853730537609,19583,7505,75,11
Mme Monique DABAT,EXG,271,NON,0.0034109073517010484,0.004571447850070006,19583,7505,75,11
M. Raymond Victor BASSIL,DVC,133,NON,0.0016739877408717323,0.0022435518968978254,19583,7505,75,11
Mme Anne CHAMAYOU,DVG,114,NON,0.0014348466350329134,0.001923044483055279,19583,7505,75,11
M. Léonard GUIOT,EXG,1,NON,1.2586373991516785e-05,1.686881125487087e-05,19583,7505,75,11
Mme Sophia CHIKIROU,UG,34329,OUI,0.42257838177185275,0.581877044595488,21243,7506,75,11
Mme Gwënaelle COULON,ENS,13230,NON,0.1628568263229809,0.22424869061138702,21243,7506,75,11
Mme Élise Maryse LAPLACE,RN,4301,NON,0.052943855632285784,0.07290201196671017,21243,7506,75,11
M. Jean-Christophe MARTIN,LR,2317,NON,0.02852148651476544,0.039273183382205874,21243,7506,75,11
M. Louis GUNDERMANN,DVC,1577,NON,0.019412336743109666,0.026730172720646813,21243,7506,75,11
M. Hippolyte VERDIER,ECO,1208,NON,0.014870071519135369,0.020475617404274792,21243,7506,75,11
Mme Amélie JULLIEN,REC,626,NON,0.00770584832034664,0.010610709019102667,21243,7506,75,11
Mme Veronique BRUNET,EXG,509,NON,0.006265617883476741,0.008627557333423734,21243,7506,75,11
M. Alain Jean AMOUNI,DIV,450,NON,0.005539347834114997,0.007627506483380511,21243,7506,75,11
M. Thierry SESSIN CARACCI,DVG,377,NON,0.004640742518803008,0.006390155431632117,21243,7506,75,11
Mme Dima LECREST,DVG,73,NON,0.0008986053153119883,0.001237351051748394,21243,7506,75,11
Mme Laurence NICOLAS,EXG,0,NON,0.0,0.0,21243,7506,75,11
M. Martial MUTTE,DVG,0,NON,0.0,0.0,21243,7506,75,11
M. Emmanuel GREGOIRE,UG,30974,OUI,0.3854213329351451,0.5086543830262423,18864,7507,75,11
M. Clément BEAUNE,ENS,19958,NON,0.24834503011298592,0.327749860413177,18864,7507,75,11
Mme Céline TACHER,RN,4815,NON,0.05991488726295356,0.0790718297369199,18864,7507,75,11
M. Aurélien VÉRON,LR,3010,NON,0.03745458165347668,0.049430157322560515,18864,7507,75,11
M. Jason REYES,REC,655,NON,0.008150415608979144,0.010756396360889415,18864,7507,75,11
M. Philippe MAZUEL,DVC,596,NON,0.0074162560350405655,0.009787499589450521,18864,7507,75,11
Mme Sophie LACAZE,ECO,532,NON,0.006619879548056344,0.008736492922126974,18864,7507,75,11
Mme Aurélia PETIT,EXG,289,NON,0.0035961375740381266,0.004745951982132886,18864,7507,75,11
Mme Anne GRAU,DVC,65,NON,0.0008088198695933502,0.0010674286465004762,18864,7507,75,11
Mme Stéphanie BLANC,EXG,0,NON,0.0,0.0,18864,7507,75,11
Mme Eva SAS,UG,30923,OUI,0.362533266117214,0.507250418293363,23430,7508,75,11
M. David OUZILOU,ENS,17305,NON,0.20287935097365675,0.28386535874807256,23430,7508,75,11
Mme Vanessa VICENTE,RN,7084,NON,0.08305098655286822,0.11620353662937567,23430,7508,75,11
M. Florent BRUNETTI,LR,3210,NON,0.03763321101562775,0.052655752764016926,23430,7508,75,11
M. Pierre-Louis GISCARD D'ESTAING,DVC,960,NON,0.011254792079440074,0.015747514845313473,23430,7508,75,11
M. Jannick TRUNKENWALD,REC,688,NON,0.00806593432359872,0.011285718972474656,23430,7508,75,11
Mme Anne BERNON,EXG,317,NON,0.003716426134565108,0.005199960631212887,23430,7508,75,11
Mme Christine VIAL KAYSER,DVC,280,NON,0.0032826476898366883,0.00459302516321643,23430,7508,75,11
Mme Camille ADOUE,EXG,176,NON,0.002063378547897347,0.00288704438830747,23430,7508,75,11
M. Manuel LUTZ,REG,19,NON,0.00022275109323891814,0.00031166956464682917,23430,7508,75,11
M. N'Cho Xavier LAWSON-AGBAN,DVG,0,NON,0.0,0.0,23430,7508,75,11
M. Gwenolé SELLES,EXG,0,NON,0.0,0.0,23430,7508,75,11
Mme Sandrine ROUSSEAU,UG,26020,OUI,0.36477317333034265,0.5213070743092981,20586,7509,75,11
Mme Pegah MALEK-AHMADI,ENS,11550,NON,0.16191891437223124,0.23140264059463467,20586,7509,75,11
Mme Marie-Josée BOULAIRE,RN,5733,NON,0.08037066113385297,0.11485985614970048,20586,7509,75,11
M. Jean-Baptiste OLIVIER,DVD,2290,NON,0.032103403801940225,0.04587983090577605,20586,7509,75,11
Mme Elisabeth STIBBE,DVD,1495,NON,0.020958335669825603,0.029952116683028468,20586,7509,75,11
Mme Jade FARRAN,DVC,678,NON,0.009504850557954355,0.013583635525814918,20586,7509,75,11
Mme Marion BOTTOU,REC,611,NON,0.00856558066505916,0.012241299861759461,20586,7509,75,11
M. Julian ROZENBERG,ECO,565,NON,0.007920708798295295,0.011319696271512431,20586,7509,75,11
Mme Florence Jacqueline Chantal BEDAGUE,EXG,396,NON,0.0055515056356193575,0.007933804820387474,20586,7509,75,11
Mme Sophie CHEN,DVD,269,NON,0.003771098525206079,0.00538937751687937,20586,7509,75,11
Mme Blandine CHAUVEL,EXG,251,NON,0.0035187573599506534,0.005028750025043576,20586,7509,75,11
M. Marc ELY,EXD,55,NON,0.0007710424493915774,0.001101917336164927,20586,7509,75,11
M. Rodrigo ARENAS,UG,25216,OUI,0.3581512939238133,0.5065793438736766,19923,7510,75,11
M. Benjamin DJIANE,ENS,11918,NON,0.16927534585120585,0.23942784820298532,19923,7510,75,11
Mme Agnès PAGEARD,RN,5670,NON,0.08053290912706304,0.11390802981296583,19923,7510,75,11
M. Patrick VIRY,LR,2965,NON,0.042112888106127316,0.059565662856339276,19923,7510,75,11
M. Yann WEHRLING,ECO,1324,NON,0.018805215464591084,0.026598629889306308,19923,7510,75,11
Mme Alexia OSTYN,DVC,640,NON,0.00909013436354856,0.012857343753139,19923,7510,75,11
M. Roger BERTHOLON,REC,634,NON,0.009004914353890293,0.012736806155453322,19923,7510,75,11
Mme Charlotte DE VILMORIN,DIV,623,NON,0.008848677669516802,0.012515820559696245,19923,7510,75,11
M. Michel GOLDSTEIN,DVC,469,NON,0.00666136408828793,0.009422022219097173,19923,7510,75,11
Mme Marianne NOEL,EXG,318,NON,0.004516660511888191,0.00638849267734094,19923,7510,75,11
Mme Camille LEBRUN,EXG,0,NON,0.0,0.0,19923,7510,75,11
Mme Céline HERVIEU,UG,24195,QUALIF T2,0.3320205291469975,0.4369852622453403,16891,7511,75,11
Mme Maud GATEL,ENS,19295,QUALIF T2,0.26477933911516083,0.34848649039156193,16891,7511,75,11
Mme Lindsay FISCHER,RN,5632,NON,0.07728620046108245,0.10171940471030198,16891,7511,75,11
M. Jean-François ALEXANDRE,LR,3888,NON,0.05335382588648589,0.07022106631989597,16891,7511,75,11
Mme Anne-Marie TARANNE,REC,749,NON,0.010278296190580745,0.013527669411934692,16891,7511,75,11
Mme Julie LASNE,ECO,715,NON,0.009811724667910858,0.012913596301112556,16891,7511,75,11
M. Julien VICK,DVC,387,NON,0.005310681743330772,0.006989596879063719,16891,7511,75,11
Mme Marie CAMP,DVC,259,NON,0.00355417718739708,0.004677792226556856,16891,7511,75,11
M. Laurent VINCIGUERRA,EXG,223,NON,0.003060160281040729,0.0040275971680393,16891,7511,75,11
M. Iwan CLEMENTE,DIV,25,NON,0.0003430672960807992,0.0004515243461927467,16891,7511,75,11
Mme Rose LAVIRE,EXG,0,NON,0.0,0.0,16891,7511,75,11
Mme Olivia GREGOIRE,ENS,22145,QUALIF T2,0.29325299609349137,0.3935629487452904,18655,7512,75,11
Mme Celine MALAISÉ,UG,16294,QUALIF T2,0.21577170098655896,0.28957844600838845,18655,7512,75,11
M. David ATTIA,UXD,8111,NON,0.10740912401509634,0.14414942773867917,18655,7512,75,11
M. Jérôme LORIAU,LR,7297,NON,0.09662980864728862,0.12968294590175589,18655,7512,75,11
M. Philippe CUIGNACHE D'APREVAL,REC,947,NON,0.012540554856650997,0.016830169901187176,18655,7512,75,11
Mme Alienor BILLAULT HARLE,ECO,850,NON,0.011256041845990862,0.015106277102438332,18655,7512,75,11
M. Arnaud DE GONTAUT BIRON,DVC,449,NON,0.005945838575117527,0.00797966872822919,18655,7512,75,11
Mme Muriel MONCHAL,EXG,156,NON,0.002065814738793617,0.0027724461505651524,18655,7512,75,11
M. Laszlo FERRÉOL,DVG,19,NON,0.00025160564126332517,0.0003376697234662686,18655,7512,75,11
M. Joachim MILESCHI,EXG,0,NON,0.0,0.0,18655,7512,75,11
M. David AMIEL,ENS,21698,QUALIF T2,0.27907036565446103,0.3885397081206912,21158,7513,75,11
Mme Aminata NIAKATÉ,UG,20722,QUALIF T2,0.2665174724440843,0.3710627630047453,21158,7513,75,11
Mme Sophie ROSTAN,RN,7818,NON,0.10055176139213644,0.13999462798818157,21158,7513,75,11
M. Frédéric JACQUOT,DVD,3419,NON,0.04397371094905532,0.061223028023994985,21158,7513,75,11
M. Victor CHRZANOWSKI,REC,824,NON,0.01059793443171149,0.014755125794610082,21158,7513,75,11
Mme Ingrid ALLORANT,ECO,811,NON,0.010430734009851964,0.014522338615811621,21158,7513,75,11
Mme Annie POUPON,REG,234,NON,0.0030096075934714665,0.00419016921837228,21158,7513,75,11
Mme Corinne ROETHLISBERGER,EXG,226,NON,0.002906715026173297,0.00404691556988092,21158,7513,75,11
Mme Anne-Laure DELINOT,EXD,85,NON,0.001093233527543054,0.0015220700152207,21158,7513,75,11
Mme Corinne PAINE,DSV,7,NON,9.003099638589857e-05,0.00012534694242994003,21158,7513,75,11
M. Francis SANDO,DSV,1,NON,1.2861570912271225e-05,1.790670606142e-05,21158,7513,75,11
Mme Anne OUDIOU,EXG,0,NON,0.0,0.0,21158,7513,75,11
M. Benjamin HADDAD,ENS,26351,QUALIF T2,0.34487226468432625,0.477070697927039,20689,7514,75,11
M. Patrick DRAY,LR,9775,QUALIF T2,0.127931630195791,0.17697112338191365,20689,7514,75,11
M. Louis PIQUET,UXD,9702,QUALIF T2,0.1269762328551984,0.1756494976011587,20689,7514,75,11
M. Hugo ROTA,UG,7693,NON,0.10068317453669773,0.1392776319362723,20689,7514,75,11
M. Thomas CULERRIER,REC,1177,NON,0.015404146162705476,0.02130895265682991,20689,7514,75,11
M. Eric MOLINARI,DVC,414,NON,0.005418280808292326,0.007495247578528107,20689,7514,75,11
Mme Marie BOURDY,EXG,123,NON,0.0016097790807245314,0.002226848918258351,20689,7514,75,11
M. Sacha Élie ZAOUATI,EXG,0,NON,0.0,0.0,20689,7514,75,11
Mme Danielle SIMONNET,DVG,23103,QUALIF T2,0.29024598608005225,0.41869948167748017,23503,7515,75,11
Mme Céline VERZELETTI,UG,12619,QUALIF T2,0.15853413402346792,0.22869621950777483,23503,7515,75,11
M. Mohamad GASSAMA,ENS,8948,NON,0.1124148847961004,0.16216608068433072,23503,7515,75,11
Mme Clotilde GUERY,RN,4969,NON,0.06242619161285459,0.09005400703178804,23503,7515,75,11
M. François-Marie DIDIER,LR,1968,NON,0.024724239302495038,0.035666388778136215,23503,7515,75,11
M. Philippe ARAGON,DVC,1634,NON,0.020528153973717933,0.0296132516582696,23503,7515,75,11
M. Aliou POURCHET,DVC,943,NON,0.011847031332445539,0.017090144622856934,23503,7515,75,11
M. Christian GUILLOT,REC,558,NON,0.007010226387597678,0.010112726086483743,23503,7515,75,11
M. Arnaud CHARVILLAT,EXG,275,NON,0.0034548606748913287,0.004983870383123709,23503,7515,75,11
M. Pierre AUGROS,EXG,128,NON,0.0016080806050403277,0.002319765123781217,23503,7515,75,11
M. Laurent CHRÉTIEN MARQUET,DIV,32,NON,0.00040202015126008194,0.0005799412809453043,23503,7515,75,11
Mme Audrey LEPAGE,DSV,1,NON,1.256312972687756e-05,1.812316502954076e-05,23503,7515,75,11
Mme Sarah LEGRAIN,UG,32422,OUI,0.4242773204915137,0.6246772764055335,23703,7516,75,11
Mme Elsa PARIENTE,ENS,10154,NON,0.13287619247026186,0.195637933027629,23703,7516,75,11
Mme Christèle DE FROMONT DE BOUAILLE,RN,4829,NON,0.0631927450698143,0.09304073060768371,23703,7516,75,11
Mme Marie TOUBIANA,LR,2291,NON,0.029980239998953113,0.04414088089090979,23703,7516,75,11
M. Victor HUGUET,ECO,1003,NON,0.013125351688760355,0.01932488150745636,23703,7516,75,11
Mme Cecile FISCHER,REC,506,NON,0.0066215632647185834,0.009749142614928133,23703,7516,75,11
M. Nordine EL-MARBATI,EXG,409,NON,0.0053522122040907125,0.007880235829062464,23703,7516,75,11
Mme Marie-Noëlle BLONDEL,DVC,287,NON,0.0037557088082494734,0.005529652036530384,23703,7516,75,11
Mme Hakima KHELFA,DIV,1,NON,1.308609340853475e-05,1.926708026665639e-05,23703,7516,75,11
Mme Hortense VILLENAVE,EXG,0,NON,0.0,0.0,23703,7516,75,11
Mme Danièle OBONO,UG,26238,OUI,0.41556590325952675,0.6422853785709041,21540,7517,75,11
Mme Kolia BÉNIÉ,ENS,7012,NON,0.11105831670309481,0.17164818486695552,21540,7517,75,11
Mme Anne DE LA BRÉLIE,RN,3666,NON,0.05806328993632994,0.08974076521994566,21540,7517,75,11
Mme Angélique MICHEL,LR,1619,NON,0.025642243973518324,0.03963183275807202,21540,7517,75,11
M. Mathias SAINT-ELLIER,DVC,744,NON,0.01178371186923881,0.018212528457075713,21540,7517,75,11
M. Michel BOUCHOU,ECO,578,NON,0.009154550350026925,0.014148980441115273,21540,7517,75,11
Mme Brigitte RUMEAU,REC,414,NON,0.006557065475624822,0.01013439083498568,21540,7517,75,11
M. Abdellah AKSAS,EXG,399,NON,0.006319490639551458,0.009767202761254314,21540,7517,75,11
M. Victor FOURNIER,DVC,181,NON,0.002866736355285248,0.004430736089691807,21540,7517,75,11
M. Clément ROUSSEAU,EXG,0,NON,0.0,0.0,21540,7517,75,11
Mme Marie-Agnès VALLEE,DSV,0,NON,0.0,0.0,21540,7517,75,11
M. Aymeric CARON,UG,26299,OUI,0.3739903299203641,0.5038122605363985,17483,7518,75,11
M. Pierre-Yves BOURNAZEL,ENS,16902,NON,0.24035836177474404,0.3237931034482759,17483,7518,75,11
Mme Valérie TIREFORT,RN,3641,NON,0.05177758816837315,0.06975095785440613,17483,7518,75,11
M. Rudolph GRANIER,LR,2184,NON,0.0310580204778157,0.04183908045977011,17483,7518,75,11
Mme Catherine COUTARD,DVG,811,NON,0.011532992036405006,0.01553639846743295,17483,7518,75,11
Mme Philippine LONG,DVC,804,NON,0.01143344709897611,0.015402298850574713,17483,7518,75,11
M. Pierre BRAVOZ,DVG,742,NON,0.010551763367463026,0.01421455938697318,17483,7518,75,11
Mme Marguerite PIERRE,REC,527,NON,0.007494311717861206,0.010095785440613026,17483,7518,75,11
Mme Annie BOUBAULT,EXG,214,NON,0.003043230944254835,0.004099616858237548,17483,7518,75,11
Mme Audrey LE BOEUF,REG,68,NON,0.0009670079635949944,0.0013026819923371647,17483,7518,75,11
M. David THIELE,EXG,8,NON,0.00011376564277588168,0.0001532567049808429,17483,7518,75,11
Mme Béatrice FAILLÈS,DVC,0,NON,0.0,0.0,17483,7518,75,11
M. Stéphane MANIGOLD,DVC,0,NON,0.0,0.0,17483,7518,75,11
Mme Yasmin BERROUBA,DVC,0,NON,0.0,0.0,17483,7518,75,11
M. Robert LE BOURGEOIS,RN,34431,QUALIF T2,0.31051088966045903,0.4529322002683575,32566,7610,76,28
M. Xavier BATUT,HOR,19420,QUALIF T2,0.17513640257924878,0.25546581072903785,32566,7610,76,28
M. Handy BARRÉ,UG,13254,NON,0.11952924200748523,0.17435344260569866,32566,7610,76,28
M. Jean Nicolas ROUSSEAU,DVD,6089,NON,0.05491274744104252,0.08009945013023231,32566,7610,76,28
M. Alain RIVIÈRE,EXG,1033,NON,0.009315957974478062,0.013588886842589912,32566,7610,76,28
M. Nicolas DUMAS,REC,901,NON,0.008125535464670606,0.011852455997263806,32566,7610,76,28
M. Rémy LECUYER,DSV,890,NON,0.008026333588853317,0.011707753426819964,32566,7610,76,28
M. Douglas POTIER,RN,28528,QUALIF T2,0.29893223518070267,0.44576393012281634,29474,7609,76,28
Mme Marie-Agnès POUSSIER-WINSBACK,HOR,20528,QUALIF T2,0.2151037900935735,0.3207600237507422,29474,7609,76,28
Mme Christiane ROUXEL,UG,11845,NON,0.12411849150713065,0.18508390887215226,29474,7609,76,28
M. René PINATO,EXG,1122,NON,0.01175693942346987,0.017531797868683398,29474,7609,76,28
M. Patrick BUCOURT,DSV,967,NON,0.010132763299906741,0.01510984718272446,29474,7609,76,28
M. Christophe ROS,REC,615,NON,0.006444311716073056,0.009609675302353198,29474,7609,76,28
Mme Aude DE CASTET,DVC,392,NON,0.00410759380926933,0.006125191412231632,29474,7609,76,28
Mme Solène MOREL,DVG,1,NON,1.0478555635891149e-05,1.5625488296509265e-05,29474,7609,76,28
M. Patrice MARTIN,RN,32235,QUALIF T2,0.29502750295164787,0.44905549983283183,35541,7606,76,28
M. Sébastien JUMEL,UG,24763,QUALIF T2,0.22664079589240443,0.3449654519112894,35541,7606,76,28
M. Stéphane ACCARD,LR,12916,NON,0.11821235390486999,0.17992867491362977,35541,7606,76,28
M. Olivier CLELAND,REC,1009,NON,0.009234768124033278,0.014056057060069096,35541,7606,76,28
M. Éric MOISAN,EXG,861,NON,0.007880213433887664,0.011994316282179873,35541,7606,76,28
Mme Vanessa LANCELOT,RN,23135,QUALIF T2,0.24155320748412965,0.33774215681980757,25625,7602,76,28
Mme Annie VIDAL,ENS,18996,QUALIF T2,0.19833778817240227,0.27731791704988396,25625,7602,76,28
M. Vincent DECORDE,UG,16753,QUALIF T2,0.17491855997327097,0.24457291347318938,25625,7602,76,28
M. Jonas HADDAD,LR,7429,NON,0.07756640494487137,0.10845413801661338,25625,7602,76,28
M. Jean-Claude GARAULT,EXG,877,NON,0.00915678249248246,0.012803106614695105,25625,7602,76,28
Mme Marie-Françoise ACCARD,DSV,666,NON,0.0069537253591714,0.009722769675469714,25625,7602,76,28
M. Frédéric MAZIER,REC,643,NON,0.006713581690611426,0.00938699835034088,25625,7602,76,28
M. Soren PETIOT,DVG,0,NON,0.0,0.0,25625,7602,76,28
M. Jean-Cyril MONTIER,RN,26406,QUALIF T2,0.2783270442903219,0.4139585194939566,29562,7605,76,28
M. Gérard LESEUL,UG,21281,QUALIF T2,0.2243080295971499,0.3336155136465535,29562,7605,76,28
M. Jean DELALANDRE,HOR,14259,QUALIF T2,0.15029407424584185,0.2235338381225603,29562,7605,76,28
M. Simon SULKOWSKI,EXG,963,NON,0.010150304614541392,0.0150966467572779,29562,7605,76,28
M. Jean-Marc BLED,REC,880,NON,0.009275460083900752,0.013795481979651664,29562,7605,76,28
M. Guillaume PENNELLE,RN,20748,QUALIF T2,0.2404533707279196,0.3908007006837317,31630,7604,76,28
Mme Alma DUFOUR,UG,17335,QUALIF T2,0.20089932434781602,0.3265148518581304,31630,7604,76,28
M. Laurent BONNATERRE,HOR,13120,QUALIF T2,0.1520507144761088,0.24712286451564294,31630,7604,76,28
M. Frédéric PODGUSZER,EXG,1152,NON,0.013350794441804675,0.02169859298186133,31630,7604,76,28
Mme Ingrid LOSFELD,REC,736,NON,0.008529674226708542,0.013862989960633629,31630,7604,76,28
Mme Agnès FIRMIN LE BODO,HOR,19734,QUALIF T2,0.23071796850338466,0.3483433655187022,27344,7607,76,28
Mme Anaïs THOMAS,RN,16221,QUALIF T2,0.1896461015046824,0.28633210358157846,27344,7607,76,28
Mme Florence MARTIN PÉRÉON,UG,16211,QUALIF T2,0.18952918756503337,0.28615558419092335,27344,7607,76,28
M. Jacques FORESTIER,LR,1489,NON,0.017408485613739727,0.02628373726853895,27344,7607,76,28
Mme Catherine OMONT,DVG,1292,NON,0.015105281002653946,0.0228063052726342,27344,7607,76,28
M. Jean-Paul MACÉ,EXG,610,NON,0.007131750318590486,0.010767682829958871,27344,7607,76,28
Mme Isabelle DUCOEURJOLY,REC,553,NON,0.006465340862591046,0.00976152230322501,27344,7607,76,28
Mme Véronique DE LA BROSSE,DSV,541,NON,0.006325044135012218,0.009549699034438933,27344,7607,76,28
Mme Florence HEROUIN-LÉAUTEY,UG,20040,QUALIF T2,0.3008963829371931,0.4443951657611709,20713,7601,76,28
M. Damien ADAM,ENS,12456,QUALIF T2,0.18702421885557274,0.27621687548508705,20713,7601,76,28
M. Grégoire HOUDAN,RN,8567,QUALIF T2,0.1286317022266933,0.18997671582215322,20713,7601,76,28
M. Patrick CHABERT,DVD,2606,NON,0.03912854161348929,0.0577891118749307,20713,7601,76,28
M. Christian SAVEY,REC,465,NON,0.0069818771489917565,0.010311564474997228,20713,7601,76,28
Mme Valérie FOISSEY,EXG,454,NON,0.006816714463746791,0.010067634992792993,20713,7601,76,28
Mme Marie-Hélène DUVERGER,EXG,271,NON,0.00406900797285326,0.006009535425213438,20713,7601,76,28
M. Jody HORCHOLLE,DVC,122,NON,0.0018318043272623533,0.002705399711719703,20713,7601,76,28
M. Richard VACQUER,DVG,111,NON,0.0016666416420173871,0.0024614702295154673,20713,7601,76,28
M. Mikhail STACHKOV,DIV,3,NON,4.5044368703172625e-05,6.652622241933696e-05,20713,7601,76,28
M. Jean-Paul LECOQ,UG,16205,QUALIF T2,0.2513338296420373,0.4281486961346403,25631,7608,76,28
Mme Isabelle LE COZ,RN,11855,QUALIF T2,0.18386686519014828,0.31321831488282387,25631,7608,76,28
M. Régis DEBONS,HOR,8040,NON,0.12469756188349153,0.21242304948611587,25631,7608,76,28
M. Benoit NAOUS,LR,1245,NON,0.019309510515540668,0.03289386773758884,25631,7608,76,28
